"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Item_Visibility_MeanRatio","Item_Type_Combined","Outlet_Years"
"DRK35",8.365,"Low Fat",0.071992202,"Hard Drinks",38.3506,"OUT045",2002,"Small","Tier 2","Supermarket Type1",986.7156,0.78296735937366,"Drinks",11
"FDZ32",7.785,"Regular",0.038210084,"Fruits and Vegetables",103.8964,"OUT045",2002,"Small","Tier 2","Supermarket Type1",946.7676,0.401426235163657,"Food",11
"FDU38",10.8,"Low Fat",0.0824812,"Dairy",191.6504,"OUT013",1987,"High","Tier 3","Supermarket Type1",2492.7552,0.133207840031137,"Food",26
"DRM11",6.57,"Low Fat",0.066069578,"Hard Drinks",261.0278,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4165.2448,0.279742003275252,"Drinks",16
"FDS36",8.38,"Regular",0.046848322,"Baking Goods",110.557,"OUT013",1987,"High","Tier 3","Supermarket Type1",3844.995,0.410777886164741,"Food",26
"FDO52",11.6,"Regular",0.077164595,"Frozen Foods",172.5106,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2566.659,0.296878800525314,"Food",16
"FDA04",11.3,"Regular",0.066833743,"Frozen Foods",257.2962,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2330.9658,0.976311593522932,"Food",14
"NCE31",7.67,"Non-Edible",0.185596553,"Household",35.7216,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",69.2432,0.308590668300459,"Non-Consumable",4
"FDC33",8.96,"Regular",0.068925304,"Fruits and Vegetables",196.9768,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2759.0752,0.239171822206844,"Food",9
"FDS33",6.67,"Regular",0.12367891,"Snack Foods",88.9514,"OUT045",2002,"Small","Tier 2","Supermarket Type1",885.514,0.543152400629627,"Food",11
"NCJ05",18.7,"Non-Edible",0.046348967,"Health and Hygiene",153.6682,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1677.1502,0.318000552480549,"Non-Consumable",6
"FDN51",17.85,"Regular",0.021065311,"Meat",261.5936,"OUT017",2007,"Small","Tier 2","Supermarket Type1",6002.8528,0.765384301970042,"Food",6
"FDZ10",12.8657320024198,"Low Fat",0.077849833,"Snack Foods",127.202,"OUT019",1985,"Small","Tier 1","Grocery Store",506.008,0.316323179169778,"Food",28
"NCQ30",7.725,"Non-Edible",0.029236727,"Household",123.8414,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1340.2554,0.504278262894204,"Non-Consumable",6
"FDL09",19.6,"Regular",0.127929521,"Snack Foods",167.4816,"OUT013",1987,"High","Tier 3","Supermarket Type1",3691.1952,0.0988848903031875,"Food",26
"FDU03",18.7,"Regular",0.091560606,"Meat",182.3292,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3831.0132,0.21928155625316,"Food",9
"FDQ32",13.1944061187762,"Regular",0.081605462,"Fruits and Vegetables",122.3388,"OUT019",1985,"Small","Tier 1","Grocery Store",371.5164,0.453736609594628,"Food",28
"FDI38",13.35,"Regular",0.014626901,"Canned",207.7638,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3520.0846,1.44557372554763,"Food",16
"FDE36",5.26,"Regular",0.041837331,"Baking Goods",161.8868,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",5077.3908,0.302832038397656,"Food",14
"FDY02",8.945,"Regular",0.088002959,"Dairy",261.391,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1840.937,0.631427407591399,"Food",4
"NCA17",20.6,"Non-Edible",0.04551031,"Health and Hygiene",149.6392,"OUT045",2002,"Small","Tier 2","Supermarket Type1",894.8352,0.384320698319508,"Non-Consumable",11
"DRJ25",14.6,"Low Fat",0.150801606,"Soft Drinks",48.7692,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1231.73,0.10137404349002,"Drinks",14
"FDI26",5.94,"Low Fat",0.03495749,"Canned",177.1344,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2854.9504,0.606189683957006,"Food",11
"FDT50",6.75,"Regular",0.108458498,"Dairy",96.9752,"OUT045",2002,"Small","Tier 2","Supermarket Type1",958.752,0.519834259174013,"Food",11
"FDR02",16.7,"Low Fat",0.022155562,"Dairy",109.5886,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1000.6974,0.58153879485295,"Food",4
"NCY05",13.5,"Non-Edible",0.055301055,"Health and Hygiene",34.6874,"OUT017",2007,"Small","Tier 2","Supermarket Type1",317.5866,0.245952122456416,"Non-Consumable",6
"FDI50",8.42,"Regular",0.030816999,"Canned",230.8352,"OUT013",1987,"High","Tier 3","Supermarket Type1",3435.528,0.496345239560154,"Food",26
"FDW56",7.68,"Low Fat",0.0711891,"Fruits and Vegetables",193.3162,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",5772.486,0.793465501796548,"Food",4
"FDS32",17.75,"Regular",0.029821648,"Fruits and Vegetables",139.9838,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1123.8704,0.551755620677298,"Food",6
"FDT48",4.92,"Low Fat",0.046142232,"Baking Goods",199.1084,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4761.8016,0.580915216019704,"Food",4
"FDU57",8.27,"Regular",0.089735804,"Snack Foods",148.7708,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2708.4744,0.188301757137431,"Food",11
"FDL51",20.7,"Regular",0.04745185,"Dairy",214.6876,"OUT013",1987,"High","Tier 3","Supermarket Type1",3001.4264,0.284888718936136,"Food",26
"FDO52",11.6,"Regular",0.077150004,"Frozen Foods",170.2106,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1882.2166,0.189932912219093,"Food",9
"FDS57",12.8657320024198,"Low Fat",0.181114059,"Snack Foods",141.647,"OUT019",1985,"Small","Tier 1","Grocery Store",429.441,0.148090663786823,"Food",28
"FDR22",19.35,"Regular",0.018562604,"Snack Foods",110.5544,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1565.9616,0.965471130075686,"Food",16
"FDB57",20.25,"Regular",0.018789455,"Fruits and Vegetables",222.0772,"OUT013",1987,"High","Tier 3","Supermarket Type1",3113.2808,0.821992133269679,"Food",26
"FDA04",11.3,"Regular",0.066674465,"Frozen Foods",259.1962,"OUT013",1987,"High","Tier 3","Supermarket Type1",5179.924,0.190757341367434,"Food",26
"FDM09",11.15,"Regular",0.143831787,"Snack Foods",169.979,"OUT010",1998,"Small","Tier 3","Grocery Store",169.779,0.168186813396212,"Food",15
"NCQ38",13.9157236842105,"Non-Edible",0.023402893,"Others",108.228,"OUT019",1985,"Small","Tier 1","Grocery Store",213.056,4.49951576456563,"Non-Consumable",28
"FDP52",18.7,"Regular",0.070979698,"Frozen Foods",229.501,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1607.907,0.3345477485516,"Food",4
"DRK11",11.576204620462,"Low Fat",0.018847114,"Hard Drinks",148.0392,"OUT019",1985,"Small","Tier 1","Grocery Store",447.4176,1.92244812769549,"Drinks",28
"FDN40",5.88,"Low Fat",0.086945823,"Frozen Foods",152.9998,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3691.1952,0.193648865570507,"Food",6
"FDV58",20.85,"Low Fat",0.121438886,"Snack Foods",196.1452,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1565.9616,0.143288650269749,"Food",14
"DRA59",8.27,"Regular",0.148203916888889,"Soft Drinks",183.2924,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2406.2012,0.154718333235355,"Drinks",6
"FDE23",17.6,"Regular",0.053288857,"Starchy Foods",47.306,"OUT045",2002,"Small","Tier 2","Supermarket Type1",605.878,0.377504110816169,"Food",11
"FDI08",18.2,"Regular",0.066431507,"Fruits and Vegetables",250.1092,"OUT045",2002,"Small","Tier 2","Supermarket Type1",4233.1564,0.345543742454207,"Food",11
"FDE09",13.1944061187762,"Low Fat",0.037824735,"Fruits and Vegetables",109.7228,"OUT019",1985,"Small","Tier 1","Grocery Store",331.5684,0.669405181661082,"Food",28
"FDG09",20.6,"Regular",0.047936284,"Fruits and Vegetables",185.7556,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3942.8676,0.267689635512153,"Food",16
"FDS57",15.5,"Low Fat",0.103356186,"Snack Foods",142.847,"OUT013",1987,"High","Tier 3","Supermarket Type1",1574.617,0.202606410306094,"Food",26
"FDW15",15.35,"Regular",0.055067732,"Meat",146.5734,"OUT013",1987,"High","Tier 3","Supermarket Type1",2375.5744,0.26245628592972,"Food",26
"FDH56",9.8,"Regular",0.063916425,"Fruits and Vegetables",117.1492,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2780.3808,0.881548273752067,"Food",14
"FDM36",11.65,"Regular",0.059063036,"Baking Goods",172.0422,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1379.5376,1.02403558744227,"Food",6
"NCQ38",16.35,"Non-Edible",0.013442036,"Others",104.528,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1065.28,0.879141116815218,"Non-Consumable",6
"DRE48",11.788407960199,"Low Fat",0.01724183,"Soft Drinks",197.0768,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",8868.456,0.780768069748205,"Drinks",28
"FDP33",18.7,"Low Fat",0.089777214,"Snack Foods",256.4672,"OUT017",2007,"Small","Tier 2","Supermarket Type1",5369.0112,0.217943923489468,"Food",6
"FDI33",16.5,"Low Fat",0.028418817,"Snack Foods",92.8146,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2097.9358,0.806104376999341,"Food",16
"FDO16",5.48,"Low Fat",0.015108194,"Frozen Foods",83.725,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1165.15,1.18622103837091,"Food",16
"FDW34",9.6,"Low Fat",0.035780385,"Snack Foods",241.317,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3645.255,0.355704526870861,"Food",6
"FDM22",12.8657320024198,"Regular",0.073462632,"Snack Foods",52.364,"OUT019",1985,"Small","Tier 1","Grocery Store",53.264,0.381213809411988,"Food",28
"NCO07",9.06,"Non-Edible",0.009816092,"Others",211.856,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3621.952,2.16319582441697,"Non-Consumable",4
"FDC44",15.6,"Low Fat",0.172946916,"Fruits and Vegetables",114.1518,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1821.6288,0.132740354015057,"Food",11
"DRB48",16.75,"Regular",0.024892129,"Soft Drinks",37.8822,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",589.233,2.41787816263689,"Drinks",14
"NCV29",11.8,"Non-Edible",0.022824491,"Health and Hygiene",177.0686,"OUT013",1987,"High","Tier 3","Supermarket Type1",3022.0662,0.632958991490525,"Non-Consumable",26
"FDE28",9.5,"Regular",0.1562628355,"Frozen Foods",231.3668,"OUT013",1987,"High","Tier 3","Supermarket Type1",5759.17,0.146739068996351,"Food",26
"FDP49",9,"Regular",0.069229076,"Breakfast",55.9614,"OUT045",2002,"Small","Tier 2","Supermarket Type1",386.8298,0.299825221081793,"Food",11
"FDX59",10.195,"Low Fat",0.051766042,"Breads",34.5558,"OUT045",2002,"Small","Tier 2","Supermarket Type1",441.4254,0.44343725333595,"Food",11
"FDN60",15.1,"Low Fat",0.095140088,"Baking Goods",159.9604,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2852.2872,0.162441780621281,"Food",9
"DRC36",13,"Regular",0.044976367,"Soft Drinks",176.2054,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1225.7378,0.432363609861644,"Drinks",9
"FDE02",12.3408296213808,"Low Fat",0.212293753,"Canned",92.2778,"OUT019",1985,"Small","Tier 1","Grocery Store",469.389,0.116021018272144,"Food",28
"NCU29",13.1717394366197,"Non-Edible",0.025354072,"Health and Hygiene",144.476,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3661.9,0.697876195418156,"Non-Consumable",28
"NCQ17",10.3,"Non-Edible",0.195721125,"Health and Hygiene",156.463,"OUT010",1998,"Small","Tier 3","Grocery Store",312.926,0.121610394792086,"Non-Consumable",15
"DRD12",6.96,"Low Fat",0.077508015,"Soft Drinks",92.3146,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1094.5752,0.150350924854191,"Drinks",4
"FDV45",16.75,"Low Fat",0.045009952,"Snack Foods",186.8556,"OUT013",1987,"High","Tier 3","Supermarket Type1",2440.8228,0.300344616854861,"Food",26
"FDZ02",13.2383581296493,"Regular",0.037962696,"Dairy",97.5726,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",978.726,0.408434164028403,"Food",28
"FDW26",13.2383581296493,"Regular",0.187443314,"Dairy",220.4772,"OUT019",1985,"Small","Tier 1","Grocery Store",444.7544,0.532808729423194,"Food",28
"FDN40",5.88,"Low Fat",0.086384841,"Frozen Foods",153.2998,"OUT013",1987,"High","Tier 3","Supermarket Type1",2153.1972,0.264935685409351,"Food",26
"FDR19",13.1944061187762,"Regular",0.158947217,"Fruits and Vegetables",145.5102,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5978.2182,0.125578056003845,"Food",28
"FDD50",18.85,"Low Fat",0.141615436,"Canned",169.0132,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1860.2452,0.459956565624801,"Food",9
"NCD18",16,"Non-Edible",0.062349007,"Household",228.8668,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1612.5676,0.23528430586446,"Non-Consumable",16
"FDA34",11.5,"Low Fat",0.01484819,"Starchy Foods",172.108,"OUT013",1987,"High","Tier 3","Supermarket Type1",2077.296,1.54156621054248,"Food",26
"FDR33",7.31,"Low Fat",0.026843265,"Snack Foods",109.757,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1208.427,0.547260248031667,"Food",11
"FDD39",16.7,"Low Fat",0.070154899,"Dairy",218.185,"OUT046",1997,"Small","Tier 1","Supermarket Type1",5193.24,0.220335977235884,"Food",16
"FDR13",9.895,"Regular",0.028765486,"Canned",115.3492,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1274.3412,0.510448999590528,"Food",14
"FDA39",12.7661037891269,"Low Fat",0.012656359,"Meat",37.8822,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1021.3372,1.03858170630295,"Food",28
"FDN01",8.895,"Low Fat",0.08536090525,"Breakfast",178.437,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1235.059,0.171855520866015,"Food",16
"FDU04",7.93,"Low Fat",0.005547386,"Frozen Foods",121.5414,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1340.2554,2.38676907276297,"Food",9
"FDV10",7.645,"Regular",0.078630481125,"Snack Foods",41.7112,"OUT045",2002,"Small","Tier 2","Supermarket Type1",852.224,0.291615448257884,"Food",11
"NCB30",14.6,"Non-Edible",0.02575512,"Household",199.6084,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3769.7596,0.76994112704034,"Non-Consumable",11
"FDB38",12.3408296213808,"Regular",0.027214272,"Canned",159.692,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3515.424,0.869430496998208,"Food",28
"FDB22",8.02,"Low Fat",0.111666665,"Snack Foods",155.2998,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1230.3984,0.13653475299287,"Food",11
"NCS30",5.945,"Non-Edible",0.093026207,"Household",128.7652,"OUT046",1997,"Small","Tier 1","Supermarket Type1",516.6608,0.227293617033098,"Non-Consumable",16
"FDK14",6.98,"Low Fat",0.041189152,"Canned",82.8934,"OUT045",2002,"Small","Tier 2","Supermarket Type1",818.934,0.356252233908172,"Food",11
"DRJ35",10.1,"Low Fat",0.046584552,"Hard Drinks",61.2878,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1272.3438,0.472553877115363,"Drinks",16
"FDX19",19.1,"Low Fat",0.097280981,"Fruits and Vegetables",232.6958,"OUT017",2007,"Small","Tier 2","Supermarket Type1",5375.0034,0.626681345583251,"Food",6
"FDX60",14.35,"Low Fat",0.080922439,"Baking Goods",80.096,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1278.336,0.284245660048065,"Food",4
"FDS01",11.6,"Low Fat",0.017780986,"Canned",177.3686,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1777.686,0.713315070965991,"Food",11
"NCT41",15.7,"Non-Edible",0.055979703,"Health and Hygiene",151.9024,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1062.6168,0.420601085158506,"Non-Consumable",9
"DRE27",11.85,"Low Fat",0.132645493,"Dairy",96.9726,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1174.4712,0.456930823587105,"Drinks",9
"FDY45",17.5,"Low Fat",0.026182758,"Snack Foods",253.6356,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",5086.712,2.59760867449888,"Food",14
"FDB56",13.1944061187762,"Regular",0.0747582408571429,"Fruits and Vegetables",188.2556,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4693.89,0.872277482658644,"Food",28
"FDS36",8.38,"Regular",0.04688734,"Baking Goods",107.957,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2966.139,0.35712164343747,"Food",16
"FDF59",12.5,"Low Fat",0.071354774,"Starchy Foods",125.702,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2530.04,0.233573833794512,"Food",14
"FDD11",12.85,"Low Fat",0.033916497,"Starchy Foods",254.704,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2530.04,0.676068138758552,"Food",9
"FDY40",15.5,"Regular",0.086320509,"Frozen Foods",48.1692,"OUT017",2007,"Small","Tier 2","Supermarket Type1",985.384,0.283330291108156,"Food",6
"FDA13",12.3408296213808,"Low Fat",0.137539574,"Canned",38.8506,"OUT019",1985,"Small","Tier 1","Grocery Store",37.9506,0.255329699417323,"Food",28
"NCX42",13.3379766536965,"Non-Edible",0.010467749,"Household",162.9526,"OUT019",1985,"Small","Tier 1","Grocery Store",822.263,2.26303250094226,"Non-Consumable",28
"FDJ46",11.1,"Low Fat",0.044814962,"Snack Foods",174.4054,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4027.4242,0.491153709793606,"Food",9
"FDH05",14.35,"Regular",0.090913642,"Frozen Foods",231.2984,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3243.7776,0.150004673369988,"Food",16
"NCP50",17.35,"Non-Edible",0.020559846,"Others",78.7618,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1288.9888,1.01918454692756,"Non-Consumable",16
"FDF28",12.5693234042553,"Regular",0.037681359,"Frozen Foods",125.1046,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3859.6426,0.445354148555972,"Food",28
"FDN60",15.1,"Low Fat",0.095545715,"Baking Goods",157.3604,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4436.8912,0.222240519515696,"Food",4
"FDD29",12.15,"Low Fat",0.018395194,"Frozen Foods",251.6698,"OUT013",1987,"High","Tier 3","Supermarket Type1",6088.0752,0.740743618416642,"Food",26
"FDG58",10.695,"Regular",0.087272074,"Snack Foods",153.7972,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2025.3636,0.177974718122154,"Food",6
"FDV15",12.7661037891269,"Low Fat",0.145464606,"Meat",105.7648,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2596.62,0.144678296337536,"Food",28
"FDV04",7.825,"Regular",0.149890395,"Frozen Foods",159.0288,"OUT013",1987,"High","Tier 3","Supermarket Type1",1257.0304,0.142094557095684,"Food",26
"DRJ23",18.35,"Low Fat",0.041634206,"Hard Drinks",188.1872,"OUT013",1987,"High","Tier 3","Supermarket Type1",3781.744,0.501432668641325,"Drinks",26
"FDA11",12.2752111111111,"Low Fat",0.043029436,"Baking Goods",94.7436,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1701.7848,0.407242221531387,"Food",28
"FDX16",17.85,"Low Fat",0.06594351,"Frozen Foods",149.105,"OUT045",2002,"Small","Tier 2","Supermarket Type1",4643.955,0.234798669701274,"Food",11
"NCA41",16.75,"Non-Edible",0.032637373,"Health and Hygiene",191.6162,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3463.4916,0.513843968780915,"Non-Consumable",14
"FDP36",10.395,"Regular",0.091096531,"Baking Goods",52.3008,"OUT013",1987,"High","Tier 3","Supermarket Type1",2226.4352,0.25701722058716,"Food",26
"FDK16",9.065,"Low Fat",0.115307979,"Frozen Foods",97.0094,"OUT035",2004,"Small","Tier 2","Supermarket Type1",856.8846,0.2043425356376,"Food",9
"FDD34",7.945,"Low Fat",0.015873285,"Snack Foods",161.321,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2773.057,1.44294016578918,"Food",9
"FDI56",7.325,"Low Fat",0.156307983,"Fruits and Vegetables",92.2146,"OUT010",1998,"Small","Tier 3","Grocery Store",91.2146,0.649151681079582,"Food",15
"NCO18",13.15,"Non-Edible",0.024790707,"Household",177.5686,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3910.9092,0.513597603635975,"Non-Consumable",6
"FDB46",10.5,"Regular",0.093746136,"Snack Foods",211.9244,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4869.6612,0.170986688443983,"Food",9
"FDN38",6.615,"Regular",0.092158377,"Canned",251.1408,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3254.4304,0.159402243728333,"Food",11
"FDW47",15,"Low Fat",0.046469277,"Breads",123.8414,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1340.2554,0.276700456691516,"Food",11
"FDQ08",13.1944061187762,"Regular",0.033144603,"Fruits and Vegetables",62.7536,"OUT019",1985,"Small","Tier 1","Grocery Store",61.2536,0.677855662977256,"Food",28
"FDR44",6.11,"Regular",0.102901425,"Fruits and Vegetables",128.4968,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1435.4648,0.222583902462239,"Food",9
"DRH23",14.65,"Low Fat",0.170663661,"Hard Drinks",56.4614,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1436.7964,0.116164960870252,"Drinks",11
"FDX01",10.1,"Low Fat",0.024213342,"Canned",116.715,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1281.665,0.882140857385081,"Food",11
"FDB05",12.5693234042553,"Low Fat",0.08279545,"Frozen Foods",245.8776,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4705.8744,0.184047977326379,"Food",28
"FDR08",18.7,"Low Fat",0.037622954,"Fruits and Vegetables",110.7886,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1334.2632,0.402021122862442,"Food",16
"FDZ36",6.035,"Regular",0.066155883,"Baking Goods",184.424,"OUT017",2007,"Small","Tier 2","Supermarket Type1",4660.6,0.244108669713939,"Food",6
"FDI05",8.35,"Regular",0.126869718,"Frozen Foods",74.4354,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1128.531,0.151811502318108,"Food",16
